name,group,pass,headpass,airduel,foul,dribbling,corner,cross,kick,defense,acceleration,id,goal
Jessy Moulin,Goalkeeper,1,0,1,1,0,0,0,0,2,0,26216,0
Romain Sa\u00efss,Midfielder,2,3,2,2,0,0,0,0,3,1,26226,0
Alexandre Letellier,Goalkeeper,2,0,0,0,0,0,0,0,4,0,26245,0
Vincent Manceau,Defender,32,23,13,25,11,0,22,7,68,32,26265,0
F\u00e9r\u00e9bory Dor\u00e9,Forward,0,0,0,0,0,0,0,0,0,0,26268,0
Sabri Toufiqui,Midfielder,0,0,0,0,0,0,0,0,0,0,288415,0
Nicolas Pallois,Defender,18,34,16,15,4,0,2,4,28,3,26276,0
Zin\u00e9dine Machach,Midfielder,1,1,1,9,4,0,2,1,5,2,288423,0
Anthony Gon\u00e7alves,Midfielder,16,14,15,52,16,9,44,8,46,21,26285,0
Cristiano Lombardi,Forward,7,5,7,12,12,0,14,7,18,14,255670,0
A\u00efssa Mandi,Defender,55,29,29,36,5,0,1,5,44,5,26307,1
Romain Amalfitano,Midfielder,37,19,11,36,26,0,7,5,50,20,26311,0
Lucas Deaux,Midfielder,28,29,23,41,14,1,8,7,44,10,26314,2
Leonardo Spinazzola,Midfielder,21,9,5,9,23,0,28,4,20,29,190167,0
Antonio Santurro,Goalkeeper,0,0,1,0,0,0,0,0,0,0,190168,0
Paul Baysse,Defender,19,43,23,30,3,0,0,4,31,2,26332,0
Santiago Juan Gentiletti Selak,Defender,6,2,2,8,0,0,1,0,5,0,26336,0
Luca Rossettini,Defender,25,28,25,23,1,0,2,4,35,2,20776,0
Philipp Lienhart,Defender,10,13,6,10,1,0,0,0,11,1,255732,0
Rodney Wallace Burns,Midfielder,0,0,0,1,0,0,0,0,0,0,59126,0
Baptiste Reynet,Goalkeeper,18,1,4,0,1,0,0,0,21,0,26365,0
Abdoulaye Bamba,Defender,15,15,7,22,7,0,12,2,30,14,26368,0
Samuel Souprayen,Defender,17,21,11,21,6,0,3,2,27,7,26373,0
C\u00e9dric Varrault,Defender,11,16,8,5,2,0,0,1,12,2,26374,0
Sekou Baradji,Midfielder,0,0,0,0,0,0,0,0,0,0,26378,0
Benjamin Corgnet,Midfielder,12,17,25,27,17,5,10,11,23,8,26381,0
Ga\u00ebl Kakuta,Midfielder,30,22,32,15,67,40,26,23,39,20,26384,6
Younousse Sankhar\u00e9,Midfielder,23,15,13,35,15,0,3,16,29,15,26389,7
Damien Da Silva,Defender,32,50,35,40,6,0,0,7,47,2,26399,4
Bernard Tekpetey,Forward,0,0,0,0,0,0,0,0,0,0,419629,0
Guy Adolphe N'Gosso Massouma,Midfielder,9,5,5,11,3,0,1,2,11,0,26414,0
J\u00e9r\u00e9my Cordoval,Defender,8,7,3,4,4,0,6,0,17,11,26433,0
Taulant Ragip Xhaka,Midfielder,1,0,0,0,1,1,0,0,2,1,49981,0
Pol Mikel Lirola Kosok,Defender,17,22,8,9,15,0,31,3,30,23,354123,0
Ozan Tufan,Midfielder,2,6,3,4,2,0,0,1,5,3,223071,0
Kenny Lala,Defender,36,11,8,29,31,0,24,6,58,44,26498,3
Renaud Cohade,Midfielder,47,51,42,53,24,4,24,17,88,30,26508,1
Mathieu Dossevi,Midfielder,22,5,8,27,53,44,55,12,34,58,26512,1
Carlos Alberto S\u00e1nchez Moreno,Midfielder,22,27,12,37,8,0,1,4,28,0,26518,0
Romain Genevois,Defender,16,35,19,28,4,0,17,2,45,8,26528,0
Prince Oniangu\u00e9,Midfielder,8,9,22,14,5,0,1,7,16,4,26539,1
Jeremy Blayac,Forward,6,12,32,10,15,0,4,14,4,1,26543,3
Billy Ketkeophomphone,Forward,4,5,5,12,7,2,2,4,11,8,26547,0
Anton Miranchuk,Midfielder,0,0,0,0,0,0,0,0,0,0,288708,0
R\u00e9gis Gurtner,Goalkeeper,7,0,4,1,0,0,0,0,20,0,26583,0
Marcelo Brozovi\u0107,Midfielder,56,35,20,51,21,38,20,25,60,18,69968,4
Yannis Salibur,Midfielder,14,4,5,16,32,14,19,22,11,19,26604,3
Diafra Sakho,Forward,4,9,25,22,16,0,2,12,7,1,26610,2
Arnaud Souquet,Defender,36,24,10,27,16,0,22,3,58,27,26633,0
Karl Toko Ekambi,Forward,22,14,23,30,61,0,19,42,23,35,26638,17
Daniel Wass,Midfielder,36,42,22,27,20,36,33,21,25,14,26652,4
Alexandre Oukidja,Goalkeeper,3,0,2,0,0,0,0,0,5,0,26676,0
Chang-Hoon Kwon,Midfielder,15,11,16,24,28,20,19,30,33,22,256084,11
Federico Peluso,Defender,21,25,19,36,6,0,20,4,50,10,20842,1
Ambroise Oyongo Bitolo,Defender,2,2,2,1,3,0,4,0,2,3,125076,0
Luca Cigarini,Midfielder,37,27,9,53,10,40,8,10,46,5,20850,2
Jakub Jankto,Midfielder,26,17,10,38,17,26,28,25,36,48,354547,4
Ludovic Butelle,Goalkeeper,3,0,2,0,0,0,0,0,8,0,26869,0
Simone Edera,Forward,3,1,1,10,7,2,1,4,9,8,354552,1
Idriss Saadi,Forward,4,7,8,10,10,0,7,13,9,4,26327,4
Robert Bauer,Defender,11,12,7,14,3,0,5,1,21,4,223516,0
Florian Grillitsch,Midfielder,26,28,16,30,16,0,5,8,47,15,135561,1
Mathieu Michel,Goalkeeper,1,0,1,0,0,0,0,0,3,0,26938,0
Maxime Poundj\u00e9,Defender,17,15,9,21,17,0,28,7,38,35,26945,0
\u00d3scar Esau Duarte Gait\u00e1n,Defender,13,14,14,10,1,0,1,3,13,1,125250,0
Levin Mete \u00d6ztunali,Midfielder,11,8,12,32,34,13,12,11,21,36,223560,0
Nicolas Benezet,Midfielder,22,11,12,26,25,33,21,12,24,34,26956,3
Yeltsin Ignacio Tejeda Valverde,Midfielder,0,0,0,0,0,0,0,0,0,0,125268,0
Bobby Allain,Goalkeeper,0,0,0,0,0,0,0,0,0,0,26969,0
Jean-Christophe Bouet,Goalkeeper,0,0,0,0,0,0,0,0,1,0,26970,0
Mathieu Gorgelin,Goalkeeper,1,0,1,0,0,0,0,0,1,0,26971,0
Rick Karsdorp,Defender,1,0,0,0,1,0,1,0,0,3,289122,0
Giancarlo Gonz\u00e1lez Castro,Defender,26,38,23,18,3,0,0,1,27,2,125286,0
Matthieu Dreyer,Goalkeeper,0,0,0,0,0,0,0,0,0,0,27004,0
Sergio Arribas Bl\u00e1zquez,Midfielder,0,0,0,0,0,0,0,0,0,0,485794,0
Jefferson Andr\u00e9s Lerma Sol\u00eds,Midfielder,28,38,36,62,14,0,2,12,41,8,255738,0
Danilo Cataldi,Midfielder,34,9,3,36,14,18,10,16,34,16,256478,1
Luca Crecco,Midfielder,0,0,0,0,0,0,0,0,0,0,256479,0
Keita Bald\u00e9 Diao,Forward,9,7,11,24,29,0,15,14,15,10,256480,0
David Alba Fern\u00e1ndez,Defender,0,1,1,3,0,0,0,0,1,0,551398,0
Youssef A\u00eft Bennasser,Midfielder,29,21,14,23,19,1,3,10,43,12,289359,0
Yerry Fernando Mina Gonz\u00e1lez,Defender,10,5,10,11,1,0,0,3,11,2,256634,0
Sergio Duvan C\u00f3rdova Lezama,Forward,3,3,11,21,12,0,3,6,7,6,354997,2
Lebogang Phiri,Midfielder,17,11,3,15,5,4,0,3,26,6,256706,0
J\u00falio Tavares,Forward,8,27,71,30,22,0,6,21,11,2,27354,12
Charalampos Lykogiannis,Defender,4,12,5,13,5,2,7,2,17,3,92900,0
Vassilis Torosidis,Defender,8,13,6,11,3,0,8,1,13,0,92908,0
Amir Abedzadeh,Goalkeeper,0,0,0,0,0,0,0,0,0,0,60144,0
Kevin Mirallas,Midfielder,1,1,1,1,2,0,2,2,1,4,92922,0
Ga\u00ebtan Bussmann,Defender,0,0,0,0,0,0,0,0,0,0,27393,0
Anto Grgic,Midfielder,0,0,0,1,0,0,0,0,0,0,256776,0
Konstantinos Manolas,Defender,34,37,25,26,4,0,1,4,31,5,92966,2
Vitorino Gabriel  Pacheco Antunes,Defender,21,28,11,50,17,27,36,11,58,8,93000,0
Dimitrios Siovas,Defender,17,26,27,30,4,0,1,5,38,6,93003,1
Guillermo Alfonso Marip\u00e1n Loaysa,Defender,11,15,17,16,2,0,0,1,30,2,224080,0
Victorio Maximiliano Pereira P\u00e1ez,Defender,0,0,0,0,0,0,0,0,0,0,70116,0
Yuri Lodygin,Goalkeeper,0,0,0,0,0,0,0,0,0,0,93028,0
St\u00e9phane Darbion,Midfielder,16,10,8,15,21,10,21,8,23,11,93044,3
Rodrigo Moreno Machado,Forward,23,12,22,26,40,1,17,39,17,39,70129,16
Naby Deco Ke\u00efta,Midfielder,32,12,8,54,40,2,7,18,38,47,289711,5
Pablo Ezequiel De Blasis,Forward,17,21,22,26,20,0,9,11,26,11,86517,5
Angelo Fulgini,Midfielder,16,12,11,17,21,15,9,15,24,15,256992,3
Davide Calabria,Defender,22,23,7,27,8,0,28,4,42,12,257028,1
Kevin Bonifazi,Defender,4,1,4,4,2,0,1,0,9,1,289827,0
Andi Lila,Midfielder,1,3,7,3,1,0,1,0,3,1,93339,0
Leon Bailey Butler,Forward,22,14,14,26,37,39,36,32,15,48,388267,10
Mikel Oyarzabal Ugarte,Midfielder,22,12,19,26,38,30,20,25,36,38,355599,12
Giuseppe Pezzella,Defender,8,7,3,14,8,0,16,3,21,10,388398,0
Marlon Frey,Midfielder,0,0,0,0,0,0,0,0,0,0,257337,0
Joshua Kimmich,Defender,59,32,16,25,27,35,68,7,46,38,224593,1
Jannik Huth,Goalkeeper,0,0,0,0,0,0,0,0,0,0,224622,0
Mattia Caldara,Defender,24,29,21,37,6,0,0,4,45,4,288663,3
Julian Weigl,Midfielder,31,23,13,40,10,0,2,2,38,8,224677,1
Marius Wolf,Midfielder,20,16,11,27,26,14,27,13,44,27,224680,5
Michael Zetterer,Goalkeeper,0,0,0,0,0,0,0,0,0,0,224709,0
Gerrit Holtmann,Midfielder,6,8,5,14,12,0,16,8,16,27,224896,2
Raphael Framberger,Defender,6,4,5,9,5,0,14,0,13,10,224965,0
Erik Thommy,Midfielder,8,7,8,11,11,19,17,14,19,9,224971,2
Marlos Moreno Dur\u00e1n,Forward,0,0,0,1,0,0,0,0,1,0,257752,0
Julio Gracia Gallardo,Midfielder,1,0,0,0,0,0,0,0,0,0,388832,0
Rub\u00e9n Duarte S\u00e1nchez,Defender,15,35,13,49,8,0,18,3,52,9,225022,0
Aleksandr Golovin,Midfielder,5,4,3,17,6,3,4,2,15,8,257800,0
Enrico Brignola,Forward,12,2,4,35,26,0,6,14,32,31,454457,3
Jos\u00e9 Luis Morales Nogales,Midfielder,21,8,11,29,54,8,54,26,41,75,225089,10
Giovani Lo Celso,Midfielder,43,5,5,23,24,4,6,17,42,33,356237,4
Nikola Maksimovi\u0107,Defender,1,2,1,1,0,0,0,0,2,0,127524,0
Trent Sainsbury,Defender,5,6,5,2,1,0,0,1,4,0,61395,0
Diego Hern\u00e1ndez Barriuso ,Midfielder,0,0,1,2,1,0,0,0,2,0,520163,0
R\u00faben  Santos Gato Alves Dias,Defender,0,0,0,0,0,0,0,0,0,0,258154,0
Lukas Klostermann,Defender,23,29,18,13,8,0,20,5,35,6,258252,1
Benjamin Henrichs,Defender,16,14,9,15,11,0,18,8,27,13,258253,0
Gian-Luca Waldschmidt,Forward,6,3,5,13,8,1,3,11,11,12,258254,1
Aziz Eraltay Behich,Defender,4,2,0,4,2,0,3,1,6,7,61651,0
Vuka\u0161in Jovanovi\u0107,Defender,18,22,11,8,2,0,0,2,20,5,258263,0
Luka Jovi\u0107,Forward,5,10,14,20,12,0,1,15,7,7,258264,8
Rapha\u00ebl Adelino Jos\u00e9 Guerreiro,Defender,22,13,6,11,13,8,17,7,26,14,28907,1
Thomas Lemar,Midfielder,31,9,5,10,33,42,32,22,28,42,28922,0
Jo\u00e3o Pedro Cavaco Cancelo,Defender,35,13,8,39,26,35,45,7,42,29,135903,1
Jonathan Mat\u00edas Urretavizcaya da Luz,Midfielder,0,0,0,0,1,0,1,0,1,0,70379,0
Andr\u00e9 Miguel Valente Silva,Forward,8,8,15,21,18,0,4,13,11,11,135927,0
Felix Passlack,Midfielder,1,2,0,0,0,0,0,0,2,0,356906,0
Yoshinori Muto,Forward,8,13,23,36,28,0,3,17,20,12,94764,0
Darko Lazovi\u0107,Midfielder,13,12,3,8,11,3,29,4,16,24,127534,0
Tim-Henry Handwerker,Defender,3,2,2,1,4,4,7,4,6,5,356928,0
Milan Rodi\u0107,Defender,0,0,0,0,0,0,0,0,0,0,127560,0
Gaku Shibasaki,Midfielder,14,8,11,38,10,12,9,4,24,6,94828,1
Y\u016bya \u014csako,Forward,16,19,24,27,37,0,12,18,18,10,94831,0
Arnaldo Antonio Sanabria Ayala,Forward,3,7,14,11,8,0,1,9,7,2,225946,8
Rub\u00e9n Pe\u00f1a Jim\u00e9nez,Midfielder,19,14,9,17,17,0,26,5,33,13,225948,1
Milo\u0161 Joji\u0107,Midfielder,14,19,9,27,17,24,8,18,28,13,127685,2
Diego Javier Llorente R\u00edos,Defender,39,30,28,35,6,0,2,8,39,5,225996,3
Jorge Franco Alviz,Midfielder,9,7,4,7,13,1,6,7,9,14,226005,1
Juraj Kucka,Midfielder,4,5,10,12,6,0,0,2,9,6,21285,0
Filip Kosti\u0107,Midfielder,16,27,23,37,43,12,43,27,36,43,127796,5
Manuel Lazzari,Midfielder,27,17,11,25,56,2,60,11,48,91,226200,2
Darko Bra\u0161anac,Midfielder,9,14,9,20,10,2,5,4,25,7,127928,2
Khalid Bouta\u00efb,Forward,1,1,4,3,1,0,0,1,1,2,29625,0
Gabriel Mart\u00edn Pe\u00f1alba,Midfielder,9,11,5,9,3,0,0,2,9,0,29642,0
Dennis Praet,Midfielder,37,23,15,23,32,1,29,14,48,24,37739,1
Federico Di Francesco,Forward,11,3,4,25,23,0,15,15,23,14,259292,1
Davide Frattesi,Midfielder,0,0,0,0,0,0,0,0,0,0,423151,0
Alejandro Guti\u00e9rrez Mozo,Midfielder,0,0,0,2,0,0,0,0,3,1,488750,0
Shaquell Moore,Defender,4,4,1,8,3,0,4,1,8,4,259524,0
Luca Mazzitelli,Midfielder,10,12,13,34,8,1,6,6,26,4,292310,0
Uro\u0161 Spaji\u0107,Defender,0,0,0,0,0,0,0,0,0,0,128523,0
Milad Mohammadi,Defender,0,1,0,0,0,0,0,0,4,1,333803,0
Gelson Dany Batalha Martins,Forward,0,0,0,0,1,0,0,0,0,1,227059,0
Kwasi Okyere Wriedt,Forward,0,1,0,0,0,0,0,0,1,0,223546,0
Adalberto Pe\u00f1aranda Maestre,Forward,6,3,15,29,20,0,2,8,11,15,259946,0
Erik Alexander Exp\u00f3sito Hern\u00e1ndez,Forward,2,5,12,3,7,0,1,4,5,1,489417,1
Mart\u00edn Aguirregabiria Padilla,Defender,15,25,7,18,12,0,20,2,35,11,489488,0
Carlos Mart\u00edn Vigaray,Defender,6,6,5,21,5,0,6,1,20,7,250899,0
Mauricio Lemos Merladet,Defender,27,20,12,28,4,0,1,11,36,0,292991,1
Wallace Fortuna dos Santos,Defender,15,12,8,14,2,0,0,4,19,4,260250,0
Aymen Barkok,Midfielder,3,3,3,8,3,0,1,1,7,3,391387,0
Marco Friedl,Defender,8,5,3,7,5,0,6,2,12,3,391441,0
Killian Jakob,Defender,1,0,1,0,0,0,1,0,2,0,391449,0
Nikola Milenkovi\u0107,Defender,20,27,17,26,2,0,1,4,34,0,424241,0
Christian Pulisic,Midfielder,20,13,17,16,48,1,35,16,27,51,391530,4
Florian Mayer,Defender,0,0,0,0,0,0,0,0,0,0,391551,0
Tatsuya Ito,Midfielder,9,3,3,13,23,0,15,5,15,13,391606,0
Paul Jaeckel,Defender,3,5,3,4,0,0,1,1,3,1,391643,0
Jos\u00e9 Mar\u00eda Gim\u00e9nez de Vargas,Defender,22,27,26,20,4,0,1,5,31,2,227894,1
Sokol Cikalleshi,Forward,0,0,1,0,0,0,0,0,0,0,64067,0
Bekim Balaj,Forward,0,0,1,2,1,0,0,0,0,0,64078,0
Oghenekaro Etebo,Forward,20,7,7,26,21,4,2,11,24,30,424624,0
Burak Y\u0131lmaz,Forward,1,3,6,5,3,0,0,1,2,1,32572,0
Daniel Ceballos Fern\u00e1ndez,Midfielder,10,1,0,8,8,2,2,3,8,2,326523,2
Antonio Latorre Grueso,Defender,8,8,5,11,4,0,6,0,22,1,326535,0
Ignacio Gil de Pareja Vicent,Forward,8,10,5,18,14,18,5,4,22,6,293862,0
Adnan Januzaj,Midfielder,13,0,5,32,57,17,17,26,22,26,261127,3
Manuel Henrique Tavares Fernandes,Midfielder,0,0,0,0,0,0,0,1,0,0,32599,0
Reza Ghoochannejhad Nournia,Forward,0,0,0,0,0,0,0,0,0,0,38064,0
Omar Gaber,Defender,0,0,0,0,0,0,0,0,0,0,119987,0
Aniello Viscovo,Goalkeeper,0,0,0,0,0,0,0,0,0,0,392395,0
Sven  M\u00fcller,Goalkeeper,0,0,0,0,0,0,0,0,0,0,228624,0
Taleb Tawatha,Defender,4,4,3,7,2,4,5,1,10,3,97555,0
Yannick Gerhardt,Defender,13,19,11,12,8,0,9,5,21,11,228639,1
Sebastien De Maio,Defender,27,34,14,35,3,0,2,2,34,4,20707,2
Walace Souza Silva,Midfielder,15,22,12,21,11,0,2,7,26,8,327009,1
Tim Kleindienst,Forward,6,14,39,35,15,0,7,18,19,6,228765,2
Jonathan Tah,Defender,36,41,26,15,10,0,2,3,29,8,228768,0
Moritz Nicolas,Goalkeeper,0,0,0,0,0,0,0,0,0,0,327077,0
Alfonso Pedraza Sag,Midfielder,14,17,11,49,31,0,33,18,47,39,359847,3
Heinz Lindner,Goalkeeper,0,0,0,0,0,0,0,0,0,0,64959,0
Florian Klein,Defender,2,2,3,4,1,0,3,0,8,1,64972,0
J\u00e1n Novota,Goalkeeper,0,0,0,0,0,0,0,0,0,0,64985,0
Guido Burgstaller,Forward,11,27,34,41,48,0,9,21,21,11,64995,11
Stefan Ilsanker,Midfielder,23,34,14,36,5,0,4,2,32,4,65027,0
Florian Kainz,Midfielder,16,14,9,37,24,20,24,14,25,40,65055,3
Jonathan Calleri,Forward,15,23,62,72,54,0,16,34,27,7,228902,9
Martin Hinteregger,Defender,36,42,29,33,6,0,2,13,52,7,65075,0
Jakob Jantscher,Midfielder,0,0,0,1,0,0,1,0,1,0,65084,0
Adam Maru\u0161i\u0107,Midfielder,22,19,9,28,27,0,43,16,32,27,228928,3
Du\u0161an \u0160vento,Defender,1,1,0,0,0,0,1,0,1,0,65090,0
Jean-Philippe Gbamin,Midfielder,29,23,24,48,26,0,4,12,56,42,228980,1
Michael Gregoritsch,Forward,17,27,47,17,23,1,6,39,19,9,65180,13
Robert Zulj,Midfielder,2,2,4,4,2,0,1,2,2,0,65207,0
Caner Erkin,Defender,2,1,0,1,1,2,3,0,2,2,32523,0
G\u00f6khan G\u00f6n\u00fcl,Defender,2,4,2,1,2,0,2,0,6,0,32524,0
Moussa Sow,Forward,0,0,0,0,0,0,0,0,0,0,32544,0
Onur Recep K\u0131vrak,Goalkeeper,0,0,0,0,0,0,0,0,0,0,32547,0
Volkan \u015een,Midfielder,1,1,0,4,1,0,1,1,2,0,32566,0
Cenk G\u00f6nen,Goalkeeper,0,0,0,0,0,0,0,0,0,0,32574,0
Sidnei Rechel da Silva J\u00fanior,Defender,19,20,16,14,6,0,2,2,27,5,32577,1
\u0130smail K\u00f6yba\u015f\u0131,Defender,1,2,1,1,1,0,0,0,1,0,32580,0
Ricardo Andrade Quaresma Bernardo,Forward,4,2,1,3,10,16,13,4,3,3,32597,0
Jann-Fiete Arp,Forward,3,4,12,24,15,0,2,7,12,3,491365,2
N\u00e9stor Fernando Muslera Micol,Goalkeeper,1,0,1,0,0,0,0,0,2,0,32641,0
Hakan Kadir Balta,Defender,3,5,4,3,0,0,0,0,3,0,32642,0
Emre \u00c7olak,Midfielder,21,7,6,20,22,14,15,7,18,6,32652,1
Sel\u00e7uk \u0130nan,Midfielder,3,6,1,8,0,2,1,0,6,0,32656,0
Musa Barrow,Forward,3,2,4,2,9,0,3,11,3,1,491409,3
Aleksey Miranchuk,Midfielder,1,0,1,1,0,0,0,0,1,1,262048,0
Florian Baak,Defender,0,0,0,0,0,0,0,0,0,0,425921,0
Gian-Luca Itter,Defender,4,4,1,3,2,0,3,0,14,4,425923,0
Kai Havertz,Midfielder,26,20,39,30,28,0,10,15,23,26,425925,3
Arne Maier,Midfielder,16,11,6,5,6,0,4,5,22,13,425926,0
Gustav Svensson,Midfielder,1,0,1,1,0,0,0,0,2,0,32798,0
Dylan Bronn,Defender,1,1,0,0,0,0,1,0,2,3,295747,0
Mohammad Reza Khanzadeh,Defender,0,0,0,0,0,0,0,0,0,0,79658,0
Rich\u00e1rd Guzmics,Defender,5,4,3,3,0,0,0,0,6,1,75209,0
Valentin Enrique Pimentel Armuelles,Midfielder,0,0,0,0,0,0,0,0,0,0,361511,0
Josh Magennis,Forward,0,1,2,2,0,0,0,0,0,0,62235,0
Mahmoud Hamdy,Defender,0,0,0,0,0,0,0,0,0,0,296484,0
Yassine  Meriah,Defender,5,5,3,4,1,0,0,0,4,0,331763,0
Hyun-Soo Jang,Defender,2,2,3,5,1,0,0,0,4,3,138633,0
Jacek G\u00f3ralski,Midfielder,2,1,2,3,0,0,0,0,5,1,100140,0
Matthew Jurman,Defender,0,0,0,0,0,0,0,0,0,0,61554,0
Morteza Pouraliganji,Defender,1,2,3,0,0,0,0,0,3,0,79449,0
Mehdi Torabi,Midfielder,0,0,0,0,0,0,0,0,0,0,264476,0
Filip Bradari\u0107,Midfielder,0,0,0,0,0,0,0,0,0,0,231713,0
Christian Kabasele,Defender,21,41,36,33,4,0,1,4,47,2,68085,2
Ei\u00f0ur Sm\u00e1ri Gu\u00f0johnsen,Forward,0,0,0,0,0,0,0,0,0,0,92982,0
Kendall Jamaal Waston Manley,Defender,1,1,1,0,0,0,0,0,0,0,125575,0
Edimilson Fernandes,Midfielder,7,5,5,5,8,0,3,3,15,8,265318,0
Abdiel Arroyo Molinar,Forward,0,0,1,1,0,0,0,0,0,1,131602,0
\u00c1lvaro Borja Morata Mart\u00edn,Forward,14,13,31,53,53,0,11,38,19,23,3324,11
Aiden McGeady,Midfielder,0,0,1,0,1,0,2,1,1,1,101666,0
Shane Ferguson,Midfielder,0,0,0,0,0,0,1,0,1,0,7979,0
Leandro Henrique do Nascimento,Forward,0,0,0,0,0,0,0,0,0,0,363994,0
Fr\u00e9d\u00e9ric Veseli,Defender,0,0,0,0,0,0,0,0,0,0,134954,0
Pierre-Emile H\u00f8jbjerg,Midfielder,27,32,11,34,19,0,5,7,38,10,135114,0
Jae-Sung Lee,Midfielder,3,2,2,7,3,2,1,2,6,2,299121,0
Jamie MacLaren,Forward,0,0,0,0,0,0,0,0,0,0,266442,0
Milo\u0161 Degenek,Defender,0,0,0,0,0,0,0,0,0,0,135425,0
Josip Pivari\u0107,Defender,3,2,1,4,2,0,4,0,4,4,69964,0
John Ogochukwu Ogu,Midfielder,0,0,0,0,0,0,0,0,0,0,70292,0
Aleksandar Tonev,Forward,3,2,2,4,5,0,5,4,5,5,99423,0
Conor Washington,Forward,0,1,3,2,2,0,0,1,1,0,234710,0
Ben Davies,Defender,37,36,27,27,12,24,42,7,51,22,136441,2
Masaaki Higashiguchi,Goalkeeper,0,0,0,0,0,0,0,0,0,0,95108,0
Danny Ward,Goalkeeper,0,0,0,0,0,0,0,0,0,0,136509,0
Paddy McNair,Defender,0,0,2,1,0,0,0,0,0,0,136704,0
Abdullah Al Khaibari,Midfielder,0,0,0,0,0,0,0,0,0,0,487023,0
\u00c9dison Michael Flores Peralta,Midfielder,3,2,2,3,3,0,1,2,4,2,114762,0
Denis Alibec,Forward,1,0,1,4,2,0,0,1,1,0,38598,0
Blas Antonio Miguel P\u00e9rez Ortega,Forward,1,3,5,1,0,0,0,0,1,1,113517,0
Armando Enrique Cooper Whitaker,Midfielder,2,1,1,4,3,0,0,0,3,4,86411,0
Martin D\u00fabravka,Goalkeeper,3,0,1,0,0,0,0,0,2,0,104851,0
Kosuke Nakamura,Goalkeeper,0,0,0,0,0,0,0,0,0,0,137653,0
Naomichi Ueda,Defender,0,0,0,0,0,0,0,0,0,0,137661,0
Norbert Gy\u00f6mb\u00e9r,Defender,1,0,1,2,0,0,0,0,3,1,104937,0
Rom\u00e1n Aureliano Torres Morcillo,Defender,2,3,1,1,0,0,0,2,1,0,91263,0
Andriy Pyatov,Goalkeeper,1,0,0,0,0,0,0,0,2,0,105320,0
R\u0103zvan Dinc\u0103 Ra\u021b,Defender,1,5,2,1,0,0,1,0,3,1,105330,0
Taras Stepanenko,Midfielder,4,5,3,5,0,0,1,1,3,0,105341,0
Essam Kamal Tawfik El Hadary,Goalkeeper,0,0,0,0,0,0,0,0,0,0,120269,0
Bohdan Butko,Defender,2,2,1,1,0,0,2,0,0,1,105716,0
Denys Boyko,Goalkeeper,0,0,0,0,0,0,0,0,0,0,105744,0
Frederico Rodrigues Santos,Midfielder,0,0,0,0,0,0,0,0,0,0,40335,0
Abdulmalek Abdullah Al Khaibri,Midfielder,0,0,0,0,0,0,0,0,0,0,122696,0
Oleksandr Karavaev,Midfielder,0,0,0,0,0,0,0,0,0,0,171628,0
Per Mertesacker,Defender,6,7,7,2,0,0,0,1,3,0,7856,0
Aaron Ramsey,Midfielder,39,15,9,36,29,8,15,28,41,22,7870,7
Tom\u00e1\u0161  Rosick\u00fd,Midfielder,1,0,0,3,2,0,0,0,3,5,7871,0
Jonny Evans,Defender,24,58,28,33,9,0,3,4,40,5,7914,0
Patrice Evra,Defender,13,17,14,13,6,0,10,1,16,8,7915,0
Michael Carrick,Midfielder,3,0,1,1,1,0,0,1,2,0,7928,0
Glen Johnson,Defender,5,3,1,7,2,0,4,2,8,0,7957,0
Rob Elliot,Goalkeeper,3,1,3,0,0,0,0,0,5,0,7974,0
Tam\u00e1s K\u00e1d\u00e1r,Defender,5,4,5,8,2,0,2,1,4,0,7980,0
Lucas Rodrigues Moura da Silva,Forward,4,2,3,10,6,2,2,4,4,10,40765,0
Ciaran Clark,Defender,17,36,22,21,3,0,1,5,30,2,8004,2
James Michael Collins,Defender,10,24,21,14,0,0,0,1,11,0,8005,0
Mark  Milligan,Midfielder,7,3,1,3,0,0,0,0,3,0,61425,0
J\u00e1n Mucha,Goalkeeper,0,0,0,0,0,0,0,0,0,0,8238,0
Ross Barkley,Midfielder,1,1,1,1,2,0,1,1,1,4,8246,0
Massimo  Luongo,Midfielder,0,0,0,0,0,0,0,0,0,0,8286,0
Costel Fane Pantilimon,Goalkeeper,1,0,0,0,0,0,0,0,3,0,8303,0
Stuart Taylor,Goalkeeper,0,0,0,0,0,0,0,0,0,0,8304,0
Wesley Hoolahan,Midfielder,2,0,1,1,2,0,3,1,3,3,8346,0
Gareth McAuley,Defender,4,10,11,5,1,0,0,1,11,0,8362,0
Zolt\u00e1n Gera,Midfielder,5,0,2,4,2,0,1,2,5,0,8372,0
Shane  Long,Forward,8,27,54,51,22,0,10,15,22,10,8384,2
Diego Cavalieri,Goalkeeper,0,0,0,0,0,0,0,0,0,0,41154,0
Wayne  Hennessey,Goalkeeper,3,0,3,0,0,0,0,0,15,0,8425,0
Stephen Ward,Defender,24,41,19,13,8,0,32,4,47,16,8433,1
Andy King,Midfielder,16,17,7,11,5,0,6,7,24,1,8498,1
John  O'Shea,Defender,1,3,2,0,0,0,0,0,2,0,8522,0
James McClean,Midfielder,10,11,12,38,24,7,30,14,40,18,8530,0
David  Meyler,Midfielder,0,0,0,0,0,0,0,0,0,0,8531,0
Alex McCarthy,Goalkeeper,2,0,3,0,0,0,0,0,6,0,8580,0
Maur\u00edcio dos Santos Nascimento,Defender,0,0,0,0,0,0,0,0,0,0,41368,0
